symbol1,symbol2
SPSB3,UXS1
SPSB3,PODN
TAF1A,JMJD6
TRIM24,CNKSR1
TRIM24,RNF141
TRIM24,ZNF10
TRIM24,NR3C2
TRIM24,TAF7
TRIM24,RFPL4B
TRIM24,MAGEA10
TRIM24,ZNF550
TRIM24,ZNF324B
OAZ1,RNF20
OAZ1,OAZ3
OAZ1,GPATCH4
OAZ1,OAZ2
OAZ1,AZIN1
OAZ1,AZIN2
OAZ1,GBE1
OAZ1,PGM2L1
FERMT3,ALKBH2
FERMT3,IPP
FERMT3,PARVB
FERMT3,FERMT1
FERMT3,UHRF1BP1L
FERMT3,KANSL2
FERMT3,KLHL7
SRRM4,RBMX2
SRRM4,C16orf87
SRRM4,ZRSR2
SRRM4,ZNF699
SRRM4,ENSG00000212643
ZNF385C,RBM47
DACH1,SOX3
DACH1,TEAD2
DACH1,FOXC2
DACH1,SIX1
DACH1,FGF12
DACH1,PPIG
DACH1,EYA3
DACH1,NFIC
DACH1,FOXE1
DACH1,FOXC1
DACH1,DACH2
PNISR,SETD1A
ARGLU1,JMJD6
ARGLU1,NPM3
ARGLU1,WBP4
ARGLU1,TCTE1
JMJD6,ZRSR2
JMJD6,NFIX
JMJD6,RBMX2
JMJD6,ELMO1
JMJD6,CCNT2
JMJD6,TAF7
JMJD6,GNA14
JMJD6,PPIG
JMJD6,APEH
JMJD6,UAP1
JMJD6,RNPC3
JMJD6,USP42
JMJD6,NHP2
JMJD6,RBM27
JMJD6,SFSWAP
JMJD6,CDCA2
JMJD6,SLFN12
JMJD6,FGD5
JMJD6,ANKEF1
JMJD6,C17orf97
JMJD6,SCAF11
JMJD6,ZRSR2P1
JMJD6,ZMYM1
JMJD6,CAAP1
VGLL1,MEIS2
VGLL1,TEAD3
VGLL1,TEAD2
VGLL1,TEAD1
PUDP,CNDP2
PUDP,EPHX2
PUDP,ENOPH1
PUDP,NANP
TTC12,HPCAL4
UHMK1,RGS8
RNF20,WASHC3
RNF20,DSN1
RNF20,TEX13A
RNF20,UBE2L3
RNF20,ZSCAN4
RNF20,FGFR4
RNF20,H2BU1
RNF20,URM1
RNF20,MSL2
RNF20,IL36A
RNF20,CMTR1
ATP23,CSTF2T
ATP23,HR
ATP23,KLC3
ATP23,PROZ
ATP23,CSPP1
CCDC125,C22orf15
CCDC125,ZNF436
CCDC125,RIPOR3
CCDC125,ZNF337
CCDC125,ZNF230
CCDC125,NSD1
CCDC125,FAM47B
CCDC125,ENSG00000228623
SAPCD2,RASSF9
SAPCD2,CHGA
SAPCD2,DEPDC1
SAPCD2,PLIN5
KIAA0753,MIS18A
KIAA0753,BRPF1
KIAA0753,ZNF777
KIAA0753,PUM1
KIAA0753,CEP152
KIAA0753,IKZF5
KIAA0753,ALMS1
KIAA0753,WRAP73
KIAA0753,CKAP2
KIAA0753,MPHOSPH9
KIAA0753,MAP7D3
KIAA0753,CAMSAP1
KIAA0753,CEP120
KIAA0753,HAUS3
KIAA0753,HAUS5
KIAA0753,CSPP1
KIAA0753,SPICE1
KIAA0753,CCDC15
KIAA0753,KIAA0586
KIAA0753,TPGS1
KIAA0753,LRRC49
PLK4,RBFOX1
PLK4,TENT5B
PLK4,TENT5C
PLK4,KIAA1671
PLK4,SASS6
PLK4,SPICE1
PLK4,CEP152
PLK4,CCDC15
PLK4,PNPLA8
PLK4,ALMS1
PLK4,CSPP1
PLK4,PTDSS1
BCL2L2-PABPN1,PRR3
GPX6,ST3GAL3
GPX6,GSR
ST3GAL3,B3GNT4
ST3GAL3,B3GNT8
IMP3,NANOS3
IMP3,KLC3
IMP3,IMP4
IMP3,NOL10
CHRNA4,VSNL1
CHRNA4,CHRNB2
CHRNA4,CRELD2
CHRNA2,CHRNB2
CHRNA5,CHRNB2
OLFM2,EIF1
OLFM2,FANCF
OLFM2,ZSWIM8
OLFM2,DPYSL4
OLFM2,GPATCH8
OLFM2,ZNF507
OLFM2,N4BP2L2
OLFM2,ZFHX4
OLFM2,MSTO1
OLFM2,C15orf39
DYNC1I1,KAT7
DYNC1I1,KLC3
DYNC1I1,RAP1GAP
DYNC1I1,TAOK1
DYNC1I1,RUNDC3B
DYNC1I1,FAM83D
DYNC1I1,CADM4
DYNC1I1,TRIM58
DYNC1I1,DYNC1LI2
DYNC1I1,C15orf39
FCGR3B,LRRC8E
FCGR3B,CNOT8
FCGR3B,IGHG1
FCGR3B,NRP2
FCGR3B,OAF
FCGR3B,LRRC8C
TMEM25,NGLY1
TMEM25,SP3
TMEM25,FIGNL1
TMEM25,FUZ
TMEM25,ZNF302
TMEM25,RABGGTB
TMEM25,LAMB2
TMEM25,NOMO3
TMEM25,MAN2A2
TMEM25,LAMA5
TMEM25,PLAT
TMEM25,LOXL2
TMEM25,GDF11
TMEM25,CHID1
TMEM25,LARGE1
TMEM25,DYNC2I1
TMEM25,ALDH1L2
TMEM25,BTD
TMEM25,LARGE2
TMEM25,LMLN
TMEM25,ERFE
TMEM25,SGSH
TMEM25,LPCAT4
TMEM25,HTRA3
TMEM25,CNTNAP3B
DYNC2I1,TCTE1
DYNC2I1,DYNLRB2
CCNJL,ZNF503
CCNJL,MSTO1
CCNJL,SALL2
CCNJL,WDR74
CCNJL,ARHGEF1
CCNJL,C15orf39
CCNJL,CTU1
CCNJL,MTO1
CCNJL,JMJD4
CCNJL,LCMT2
CCNJL,TRMT44
TCTE1,NUP50
TCTE1,MIS18A
TCTE1,KLF12
TCTE1,NRBP1
TCTE1,CTTNBP2NL
TCTE1,ZC3H14
TCTE1,SYNRG
TCTE1,HCFC1
TCTE1,NFRKB
TCTE1,CHD8
TCTE1,CKAP2
TCTE1,ARHGAP21
TCTE1,RAB11FIP1
TCTE1,MOCS2
TCTE1,TASOR
TCTE1,CIZ1
TCTE1,MAP7D3
TCTE1,DYNC1LI2
TCTE1,TEX2
TCTE1,ZNF318
TCTE1,CDCA2
TCTE1,MASTL
TCTE1,KIAA1671
TCTE1,KIAA0586
DYNLRB2,GTF2H2C
RIMBP3C,TENT5B
SH3RF2,LSM12
SH3RF2,ENG
SH3RF2,ZMAT3
HOXB6,TEKT5
HOXB6,TCEAL1
HOXB6,TCF21
HOXB6,ALX4
DPH2,DPYSL2
DPH2,CRYGA
DPH2,IL17A
DPH2,CAP1
DPH2,DPH1
DPH2,SULT4A1
ZCCHC7,GIPC2
ZCCHC7,TENT4A
ZCCHC7,TASOR
ZCCHC7,SENP5
ZCCHC7,ZNHIT6
ZCCHC7,PUM3
ZCCHC7,H1-6
TEX45,WDR47
TEX45,UBR3
TEX45,HAPLN3
EML3,EML2
EML2,PTTG2
EML2,SNX32
EML2,EXD1
EML2,SPANXA1
EML2,SPANXA2
EML2,TTC38
DDR1,COL5A2
DDR1,COL3A1
DDR1,COL11A1
DDR1,LOC150421
PCID2,LSM1
PCID2,MCM3AP
PCID2,EID1
PCID2,CETN1
PCID2,ADPRS
PCID2,TTC4
COPG2,TAPBP
COPG2,HES4
COPG2,ARL1
COPG2,COPZ1
COPG2,DRD1
COPG2,COPZ2
COPG2,ATP1B2
NCAPG2,TAL1
NCAPG2,NCAPD3
PRAM1,MAST1
PRAM1,PSEN1
PRAM1,MBD1
TRIP4,ASCC1
TRIP4,GPATCH4
TRIP4,PPFIBP2
TRIP4,PKP3
TRIP4,SHD
TRIP4,XBP1
TRIP4,CDT1
TRIP4,CNDP2
TRIP4,WDR87
TRIP4,TTLL11
TRIP4,LOC100291837
TRIP4,ROCK2
CIR1,UBR3
CIR1,RBM12
DERA,PNP
DERA,MAGIX
DERA,ARMT1
ERCC6L2,CYREN
DPEP2NB,CABP2
ZNF397,RGS3
ZNF397,ZNF174
ZNF397,ZNF394
ZNF397,ZNF396
ZNF397,ZNF197
ZNF397,ZSCAN29
ZNF397,ZSCAN30
ZNF397,ZBED9
ZNF513,PPARGC1B
DNMT3B,ZBTB18
DNMT3B,PLEKHJ1
DNMT3B,MBD4
DNMT3B,PCYT2
DNMT3B,SETDB2
DNMT3B,SETD7
DNMT3B,TDG
DNMT3B,EHMT1
DNMT3B,KIF4A
DNMT3B,SGO1
EHMT1,HASPIN
EHMT1,ZNF462
EHMT1,SETDB2
EHMT1,SETD7
EHMT1,ZEB1
EHMT1,RREB1
EHMT1,WIZ
EHMT1,JARID2
EHMT1,ZNF516
EHMT1,XAGE2B
EHMT1,ZNF644
ZBTB18,RCBTB2
ZBTB18,ZNF131
SETDB2,SELENBP1
SETDB2,ARL14EP
SETDB2,LYG2
SETDB2,IGHG1
SETDB2,SETD7
SETDB2,SENP7
SETD7,HCFC1
SETD7,E2F1
SETD7,TAF7
SETD7,SMAD7
SETD7,A1BG
ZBTB17,MSX2
ZBTB17,TOPBP1
ZBTB17,HCFC1
ZBTB17,IRF8
ZBTB17,KLF5
ZBTB17,DACT1
ZBTB17,ZBTB7C
IFIT3,IFIT1B
IFIT3,MAST1
IFIT3,IFIT5
IFIT3,LVRN
IFIT3,SAP25
IFIT3,IFNA5
IFIT3,IFNA21
GABPA,SP3
GABPA,ZC2HC1B
GABPA,PSEN1
GABPA,HCFC1
GABPA,HPSE
GABPA,ADGRB2
GABPA,THPO
GABPA,TSEN34
GABPA,RAB3GAP2
PRRC1,SHMT1
PRRC1,PAFAH1B2
PRRC1,HARS1
PRRC1,FUOM
LILRB4,MKLN1
LILRB4,GID8
LILRB4,GID4
DOCK11,ARHGAP22
DOCK11,GCHFR
FOXG1,GTF3C5
FOXG1,SALL1
FOXG1,SATB2
FOXG1,ADAR
FOXG1,HEATR1
FOXG1,MYO9B
FOXG1,HOXB13
FOXG1,TLE6
FOXG1,LRWD1
FOXG1,PUM1
FOXG1,BTAF1
FOXG1,ZMYM3
FOXG1,NCAPD3
FOXG1,WIZ
FOXG1,HOXC13
FOXG1,HOXD13
FOXG1,PROZ
FOXG1,THSD4
FOXE1,MACROH2A1
FOXE1,SIX1
FOXE1,ALX4
FOXE1,ZBTB34
FOXE1,SALL1
FOXE1,HOXA10
FOXE1,SATB2
FOXE1,NFIC
FOXE1,MACROH2A2
FOXE1,KIF22
FOXE1,HEATR1
FOXE1,GATA4
FOXE1,HOXB13
FOXE1,ORC3
FOXE1,BTAF1
FOXE1,HOXC13
FOXE1,ANP32C
FOXE1,ARID3B
FOXE1,NOVA1
FOXE1,HOXD13
FOXE1,FOXK2
FOXE1,WIZ
FOXE1,ZFR
FOXE1,LRWD1
TEAD2,TBX2
TEAD2,SOX3
TEAD2,ENSG00000159216
TEAD2,MACROH2A1
TEAD2,VGLL4
TEAD2,WWTR1
TEAD2,C14orf39
TEAD2,ZIC2
TEAD2,HIRA
TEAD2,ARID3B
TEAD2,LIN9
TEAD2,TEAD1
TEAD2,NFIC
TEAD2,BTAF1
TEAD2,MAP2K3
TEAD2,SALL1
TEAD2,ORC3
TEAD2,CHAF1B
TEAD2,ZNF536
TEAD2,CHD1L
TEAD2,ZFHX4
TEAD2,TRPS1
TEAD2,LRWD1
TEAD2,SMARCAL1
TEAD2,FOXK2
TEAD2,KIF22
TEAD2,HOXD13
TEAD2,HOXA10
TEAD2,POU2F2
TEAD2,CASZ1
TEAD2,HOXB13
TEAD2,MACROH2A2
TEAD2,ABCF3
TEAD2,SATB2
TEAD2,HOXC13
TEAD2,NSD3
TEAD2,UBN2
TEAD2,GLIS1
TEAD2,FGFR4
RCBTB2,PLA2G6
RCBTB2,ANKRD49
RCBTB2,RBBP9
RCBTB2,PDE4B
RPAP2,POLR2J
RPAP2,ASB6
RPAP2,POLR3E
RPAP2,TOPBP1
RPAP2,DXO
RPAP2,CEP120
RPAP2,ZNHIT2
WDR76,XPC
WDR76,PARP2
WDR76,474343
WDR76,H3-2
TEKT2,KLHL42
TEKT2,CENPH
TEKT2,FARSB
TEKT2,GNB1L
TMEM150A,MIS18A
PLXND1,SEMA4A
PLXND1,SEMA3E
PLXND1,SPDL1
CNFN,EVX2
CNFN,HR
ZC4H2,RNF151
ZC4H2,CMIP
ZC4H2,ZNF223
ZC4H2,GTF2IRD1
ZC4H2,AGGF1
ZC4H2,RNF220
ASB6,POLR2J
ASB6,CHRNB1
ASB6,KIF2B
ASB6,DCXR
ASB6,PLPBP
ASB6,OGFOD1
CCNY,SETD1A
CCNY,CDK14
CCNY,WDR82
CCNY,SETD1B
CCNY,CYP51A1
CCNY,GPR141
RBM12,TMA16
RBM12,SSPOP
RBM12,RAB3GAP2
RBM12,WRAP73
RBM12,MTAP
RBM12,ADK
RBM12,NAT16
RBM12,CCDC83
EFR3A,MMP26
EFR3A,KIAA1107
EFR3A,TIGD5
EFR3A,ISG20
UBTD2,MRPL17
UBTD2,KLHL35
PALM,RABGGTB
PALM,RASGRF1
SMPDL3B,CYP2S1
MEAK7,TAS2R7
SIRT5,GYG2
SIRT5,YBEY
SIRT5,GBP6
EFR3B,TIGD5
EFR3B,RNASE3
ERICH5,IDO2
ERICH5,TIGD5
ERICH5,FMO5
ERICH5,ISG20
C12orf75,PDE9A
C12orf75,TIGD5
C12orf75,NPHP3
IFNA1,IFNAR1
IFNA1,IFNAR2
IFNA1,IFNA5
IFNA1,IFNA17
IFNA1,IFNA21
IFNA1,IFNA4
IFNA1,ZNF586
IFNA5,ADAMTS1
IFNA5,IFNAR2
IFNA5,UBR3
IFNA5,IFI44L
IFNA5,IFNA4
IFNA5,IFNA17
IFNA21,ADAMTS1
IFNA21,ATP11B
IFNA21,IFI44
IFNA21,SUMF1
IFNA21,IFNA4
IFNA21,UBR3
IFNA21,PCYOX1L
IFNA21,IFI44L
NSUN4,SPDL1
NSUN4,CA10
NSUN4,ZNF324B
NSUN4,ZNF131
NSUN4,FGF8
MTM1,MTFR1
MTM1,AKR7A2
MTM1,RELCH
MTM1,MTMR12
MTM1,CCT8L1P
TEFM,RCC1L
TEFM,NPHP4
POLRMT,NELL2
POLRMT,CLEC11A
POLRMT,DHX32
POLRMT,NES
POLRMT,TFB1M
POLRMT,OXLD1
MARCKSL1,RALB
MARCKSL1,MRPL16
MARCKSL1,LOXL2
MARCKSL1,RMI1
POP7,RPP14
POP7,RPP30
POP7,POP4
POP7,RPP21
POP7,EPB41L1
POP7,ENSA
POP7,POLA2
POP7,KLHDC3
POP7,C18orf21
POP7,CCDC59
ANGPTL7,TXNDC11
ANGPTL7,HSD17B8
ANGPTL7,EDEM3
CDX1,ZNF107
CDX1,ZNF121
CDX1,HIRA
CDX1,GNL2
CDX1,ZNF431
CDX1,TWNK
CDX1,PUM2
CDX1,PARP2
CDX1,ZFR
CDX1,FAM120A
CDX1,STAU2
CDX1,SDAD1
CDX1,ASH1L
CDX1,TRIM71
CDX1,RSBN1L
CDX1,TUT7
CDX1,UBN2
CDX1,ZCCHC3
CDX1,ZNF724
CDX1,H3-2
ZC3H11A,RNF169
ZC3H11A,IER2
ZC3H11A,RAPGEF4
ZC3H11A,SRP19
ZC3H11A,RBM27
ZC3H11A,UQCRFS1P1
ZC3H11A,MIR214
ZC3H11A,MIR9-2
ZC3H11A,MIR9-1
ZC3H11A,MIR141
DENND10,COMMD9
DENND10,COMMD1
DENND10,COMMD6
DENND10,COMMD10
DENND10,COMMD5
DENND10,COMMD7
DENND10,DENND10P1
DENND10,VPS35L
LYSMD2,LCN9
LYSMD2,TWNK
LYSMD2,KIAA1107
PPP1R21,KCTD10
PPP1R21,KMT2D
PPP1R21,THBS2
PPP1R21,WDTC1
PPP1R21,BTBD9
PPP1R21,MYBPH
PPP1R21,CRYZL1
PPP1R21,C12orf4
PPP1R21,TBCK
TSPYL6,DMXL2
TSPYL6,AHR
TSPYL6,TTC28
TSPYL6,HEATR1
TSPYL6,KIAA0232
TSPYL6,ZMYM3
TSPYL6,SMC6
TSPYL6,USP46
TSPYL6,WDR20
TSPYL6,PDPR
CLEC3A,ZNF430
CLEC3A,YY1AP1
CLEC3A,HIKESHI
CLEC3A,BAG1
CLEC3A,RCAN1
CLEC3A,RNF220
CLEC3A,RBM27
MRPL34,MRPL17
MRPL34,MRPL36
MRPL34,RBIS
MRPL34,MRPL54
MRPL34,MACROH2A2
MRPL34,MRPL52
MRPL34,MRPL16
MRPL34,MRPS15
MRPL34,MRPL51
MRPL34,MRPS17
MRPL34,MRPL33
MRPL34,C19orf53
MRPL34,UTP11
DCAF13,NDE1
DCAF13,DDX27
DCAF13,WDR36
DCAF13,PUM3
KLHL29,DNAJB12
KLHL29,NPHP3
CYP2S1,342184
CYP2S1,CADM4
CYP2S1,TXNRD2
CYP2S1,GPRIN1
MRM2,ZNF131
ALX3,XPC
ALX3,MOCS3
ALX3,UBN2
ALX3,P3H2
TBC1D23,SSBP3
TBC1D23,CAGE1
TBC1D23,API5
TBC1D23,NOPCHAP1
H2AC21,ZNF491
H2AC21,GPATCH4
H2AC21,PRDM5
H2AC21,BUD23
H2AC21,MACROH2A2
H2AC21,NAA40
H2AC21,XPC
H2AC21,ZBTB38
H2AC21,APLF
H2AC21,474343
H2AC21,H1-6
H2AC21,ZNF428
POLE4,POLE3
POLE4,PRIM2
POLE4,PRIM1
POLE4,POLD2
POLE4,POLA2
POLE4,POLA1
POLE4,RAD17
POLE4,POLD3
POLE4,FXYD1
POLE4,YEATS2
POLE4,ARL4C
CIITA,ZXDC
CIITA,EP400
CIITA,TRIM22
CIITA,RFXANK
CIITA,RFX5
CIITA,ZXDA
EPHX1,CKMT1B
EPHX1,RAB34
EPHX1,GATA4
EPHX1,NMUR2
EPHX1,HPDL
CTSL,SP3
CTSL,PLAU
CTSL,CST3
CTSL,CST7
CTSL,GCG
CTSL,BTN3A3
CTSL,CRELD2
CTSL,CTSV
CTSL,CTSH
CTSL,CTSL3P
CTSL,CTSK
CCND3,KLK5
CCND3,CRABP2
CCND3,CDK14
CCND3,MAPK11
CCND3,DMTF1
CCND3,ETV1
CCND3,CDKN1C
CCND3,SIL1
M1AP,283337
POLR3E,POLR3K
POLR3E,CRCP
POLR3E,POLR3H
POLR3E,CHM
POLR3E,POLR3D
POLR3E,SLC25A19
POLR3E,CYP2E1
POLR3E,GIMAP8
POLR3E,SLC25A20
POLR3E,SLC25A14
POLR3D,MSX2
POLR3D,RNF169
POLR3D,HOXC9
POLR3D,POLR3K
POLR3D,CRCP
POLR3D,POLR3H
POLR3D,HOXA10
POLR3D,MAPK11
CRCP,POLR3K
CRCP,CALCRL
CRCP,POLR3H
POLR3H,HMG20B
POLR3H,POLR3K
POLR3H,CHM
POLR3K,RFPL4B
AKTIP,SELENBP1
AKTIP,TWNK
AKTIP,POLA2
AKTIP,EMID1
AKTIP,LUZP6
AKTIP,YBEY
AKTIP,PGGT1B
AKTIP,PDHB
AKTIP,DMXL2
AKTIP,SERPINB12
AKTIP,NEB
AKTIP,RASGRF2
AKTIP,VPS41
AKTIP,FHIP1A
AKTIP,NAB1
NOTCH1,KCTD10
NOTCH1,STK38
NOTCH1,RND3
NOTCH1,FAM185A
NOTCH1,VPS39
NOTCH1,WWTR1
NOTCH1,PSEN1
NOTCH1,HCFC1
NOTCH1,MAML3
NOTCH1,FANCF
NOTCH1,RMC1
NOTCH1,MFNG
NOTCH1,LFNG
NOTCH1,JAG1
NOTCH1,JAG2
NOTCH1,MAML2
NOTCH1,KAT2A
NOTCH1,MAML1
NOTCH1,USP12P1
NOTCH1,WIZ
NOTCH1,HLTF
NOTCH1,TRAPPC10
NOTCH1,CAMK4
NOTCH1,TRAPPC9
NOTCH1,PHF8
NOTCH1,CCZ1B
NOTCH1,SMCHD1
NOTCH1,MAU2
NOTCH1,CARMIL2
NOTCH1,SLFN5
NOTCH1,NCKAP1L
NOTCH1,SLFN11
NOTCH1,WNT3A
NOTCH1,CFD
NOTCH1,ZMIZ1
NOTCH1,KIAA1191
NOTCH1,LINC02907
NOTCH1,LINC00260
NOTCH1,B3GALT4
NOTCH1,DTX4
NOTCH1,HMGN5
NOTCH1,CASR
NOTCH1,CCZ1
SGO1,PPP2R5A
SGO1,PPP2R5B
SGO1,CENPC
SGO1,KAT6B
SGO1,INCENP
SGO1,NSL1
SGO1,HPS5
SGO1,CHD1L
NSMCE2,ETV1
NSMCE2,USP28
NSMCE2,NSMCE3
NSMCE2,SMC6
NSMCE2,NSMCE1
FOXI2,SATB2
FOXI2,ADAR
FOXI2,BTAF1
FOXI2,HOXC13
FOXI2,HOXD13
FOXI2,PUM1
FOXI2,TIMM8B
PIPOX,ELP6
PIPOX,ELP5
PIPOX,ELP4
HACL1,ZMYND19
HACL1,MAGEB6
HACL1,PLXDC2
NPM2,NPM3
NPM2,MTG2
TOPBP1,RHNO1
TOPBP1,CDC45
TOPBP1,TNFAIP2
TOPBP1,E2F1
TOPBP1,TCF20
TOPBP1,KMT2D
TOPBP1,TCFL5
TOPBP1,CALCR
TOPBP1,TICRR
TOPBP1,RMI1
TOPBP1,GINS1
TOPBP1,CBLN4
TOPBP1,PPHLN1
SPRTN,RALGAPA2
SPRTN,CLIC4
SPRTN,AKAP12
SPRTN,POLD3
SPRTN,POLD2
SPRTN,HLTF
SPRTN,POLH
SPRTN,FAM120A
SPRTN,XKRX
SPRTN,GSTT1
TRMO,STAT5B
TRMO,RHPN2
TRMO,DLC1
CCDC180,MLH3
CCDC180,DLC1
CCDC180,PDGFRL
MLPH,RPH3A
PRIM2,CIAO2B
PRIM2,POLE3
PRIM2,PRIM1
PRIM2,POLD3
PRIM2,POLA1
PRIM2,POLA2
PRIM2,POLD2
PRIM2,CHM
PRIM2,NLGN4Y
ZNF704,SAP30L
ZNF704,ARID4B
ZNF704,ARID4A
ZNF704,ING2
IFNA4,TNNI3
IFNA4,IFNA7
BEX5,ING3
BEX5,COPS7B
BEX5,LSM1
BEX5,MAGEA8
GPBP1,PKP3
GPBP1,SELENBP1
GPBP1,TSC22D2
GPBP1,EPB41L5
MRGBP,BRD8
MRGBP,NUP50
MRGBP,EP400
MRGBP,KCTD21
MRGBP,DMAP1
MRGBP,ZNHIT1
MRGBP,MYCL
MRGBP,ING3
MRGBP,MEAF6
MRGBP,SRCAP
MRGBP,EPC1
MRGBP,EPC2
MRGBP,ACTR6
MRGBP,MBTD1
MRGBP,H2AZ2
MRGBP,PLAC1
MRGBP,EP400P1
MRGBP,UBR7
SYN3,SYN2
SRCAP,BRD8
SRCAP,EP400
SRCAP,DMAP1
SRCAP,ZNHIT1
SRCAP,ING3
SRCAP,EAF2
SRCAP,EPC1
SRCAP,ACTR6
SRCAP,EPC2
SRCAP,CARD8
SRCAP,MAU2
EPC1,BRD8
EPC1,EP400
EPC1,DMAP1
EPC1,ZNHIT1
EPC1,MYCL
EPC1,ING3
EPC1,MEAF6
EPC1,KAT7
EPC1,ACTR6
EPC1,EPC2
EPC1,PLAC1
EPC1,FOXO6
EPC1,MBTD1
EPC1,CHRM5
EP400,BRD8
EP400,SSPOP
EP400,ING3
EP400,MEAF6
EP400,DMAP1
EP400,EPC2
EP400,PLAC1
EP400,MYCL
EP400,MBTD1
MEAF6,BRD8
MEAF6,DMAP1
MEAF6,MYCL
MEAF6,BRPF1
MEAF6,ING3
MEAF6,JADE3
MEAF6,KAT7
MEAF6,EPC2
MEAF6,KAT6A
MEAF6,KAT6B
MEAF6,KIF23
MEAF6,PLAC1
MEAF6,MBTD1
MEAF6,JAZF1
DMAP1,BRD8
DMAP1,TLK2
DMAP1,MIS18A
DMAP1,GINS4
DMAP1,NAP1L2
DMAP1,SBK3
DMAP1,ING3
DMAP1,EPC2
DMAP1,ZNHIT1
DMAP1,ACTR6
DMAP1,RGS6
DMAP1,TOMM34
DMAP1,MNAT1
DMAP1,CARD8
DMAP1,PLAC1
DMAP1,ANP32E
DMAP1,FOXO6
DMAP1,FOXK2
DMAP1,MBTD1
DMAP1,MYCL
PITPNA,UBE2L3
PITPNA,MLKL
PITPNA,S1PR4
PITPNA,MIX23
PITPNA,HADH
ACTR6,BRD8
ACTR6,ZNHIT1
ACTR6,EIF3M
ACTR6,ING3
ACTR6,FUZ
ACTR6,EAF2
ACTR6,CHMP5
ACTR6,MAT2A
ACTR6,EPC2
ACTR6,RFXANK
ACTR6,AK2
ACTR6,CARD8
ACTR6,KIF4A
EPC2,BRD8
EPC2,ZNHIT1
EPC2,MYCL
EPC2,ING3
EPC2,KAT7
EPC2,PLAC1
EPC2,MBTD1
ING3,BRD8
ING3,ZNHIT1
ING3,MYCL
ING3,KAT7
ING3,PLAC1
ING3,JADE3
ING3,MBTD1
BRD8,ZNHIT1
BRD8,MIS18A
BRD8,PLAC1
BRD8,MBTD1
BRD8,MYCL
ZNHIT1,EAF2
ZNHIT1,MAPK11
ZNHIT1,HINFP
ASH1L,SMAD7
MBTD1,MYCL
MBTD1,PLAC1
ZNF131,ZBTB45
ZNF131,PWWP2B
ZNF131,TRAFD1
ZNF131,PHC3
ZNF131,NHP2
ZNF131,RRM2B
ZNF131,NRGN
ZNF131,KIAA1109
ZNF131,KDM5A
ZNF131,HCFC2
ZNF131,SENP5
ZNF131,GATAD1
ZNF131,TIGD1
ZNF131,ZMYM1
ZNF131,INPP4B
KDM5A,GATAD1
KDM5A,FOXK2
H2AZ2,NUBP2
H2AZ2,GRK1
H2AZ2,C9orf78
H2AZ2,HERC4
H2AZ2,H2AC7
H2AZ2,FKBP9
H2AZ2,COQ2
ITGB1BP2,PPHLN1
ITGB1BP2,PDCD2L
ITGB1BP2,PUM3
GATAD1,RBFOX1
GATAD1,SAP30L
GATAD1,ARID4B
GATAD1,NPAT
GATAD1,ING2
GATAD1,NFE2L1
GATAD1,ARID4A
GATAD1,ZNF335
GATAD1,GPATCH8
GATAD1,TNRC18
GATAD1,QSER1
SATB2,HSFY2
SATB2,LHX6
SATB2,POLR2J3
SATB2,FOXC2
SATB2,FOXP1
SATB2,RFPL4B
SATB2,MAGEA10
SATB2,FOXD3
SATB2,FOXK2
SATB2,FOXF1
SATB2,FOXC1
JAZF1,MYCL
PTF1A,CCDC27
PTF1A,RPGRIP1
PTF1A,KAT2A
PTF1A,SPATA7
XDH,CCDC110
STAT5B,IL2RA
STAT5B,STAP2
STAT5B,PTK6
STAT5B,ELP2
STAT5B,AFTPH
STAT5B,DMRTA1
STAT5B,IL15
STAT5B,RMC1
STAT5B,IL22
STAT5B,KANSL3
STAT5B,PDHB
STAT5B,ALAD
STAT5B,PUS7L
MAPK10,DUSP10
MAPK10,DUSP16
MAPK10,MAPK8IP3
MAPK10,SH3BP5
MAPK10,RCAN1
MAPK10,CEBPE
MAPK10,MAP2K3
MAPK10,PLA2G4A
MAPK10,MC1R
POLD2,LSM6
POLD2,NIBAN1
POLD2,POLE3
POLD2,PRIM1
POLD2,POLA1
POLD2,POLA2
POLD2,PRKAG2
POLD2,POLD3
POLD2,POLH
POLD2,SOX12
POLD2,REV3L
POLD2,AMZ1
CTSB,INS
CTSB,PLAU
CTSB,BGLAP
CTSB,CST3
CTSB,USP29
CTSB,CST7
CTSB,MARCKS
CTSB,SRPX2
CCNA1,ATXN2L
CCNA1,LARP4B
CCNA1,E2F1
CCNA1,NPAT
CCNA1,CABLES1
CCNA1,PROCA1
CCNA1,CDT1
TAF5L,MYCL
TAF5L,TADA2B
TAF5L,ALOX15B
TAF5L,TAF2
TAF5L,CEBPE
TAF5L,TAF5
TAF5L,KAT2A
TAF5L,SUPT3H
TAF5L,TAF4
TAF5L,TADA1
TAF5L,TAF7
TAF5L,SUPT7L
TAF5L,PLAC1
CDK14,CAMK1
CDK14,GDE1
CDK14,ELL3
CDK14,BMPR1B
CDK14,IGHA2
CDK14,CDKL2
USP4,RIPPLY2
USP4,AKAP7
USP4,LSM6
USP4,TRMT1
USP4,TCEAL1
USP4,CIAO2B
USP4,IRF4
USP4,IRF8
USP4,NPC2
USP4,MAP3K6
USP4,LAMA5
USP4,PGM1
USP4,PLA2G2A
USP4,ELMO1
USP4,IGKV2D-29
USP4,USP28
USP4,SPDL1
USP4,CABP1
USP4,ENSA
USP4,HAS2
